Recording timestamp,Project name,Export date,Participant name,Recording name,Recording date,Event,Event value
677667,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1047_ITH_ANG_XX
677667,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
682237,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,6
682372,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
682372,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1047_ITH_NEU_XX
685637,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1047_ITH_NEU_XX
685637,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
687631,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,6
687770,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
687770,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1048_DFA_ANG_XX
690982,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1048_DFA_ANG_XX
690982,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
692134,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,3
692249,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
692249,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1019_DFA_SAD_XX
695234,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1019_DFA_SAD_XX
695234,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
695406,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,3
695514,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
695514,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1001_DFA_SAD_XX
697727,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1001_DFA_SAD_XX
697727,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
699769,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,4
699873,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
699873,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1060_ITH_ANG_XX
703165,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1060_ITH_ANG_XX
703165,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
703622,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,2
703738,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
703738,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1001_ITH_FEA_XX
706364,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1001_ITH_FEA_XX
706364,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
707910,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,6
708030,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
708030,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1091_ITH_ANG_XX
711256,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1091_ITH_ANG_XX
711256,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
712671,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,6
712855,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
712855,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusStart,1003_ITH_DIS_XX
717947,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,VideoStimulusEnd,1003_ITH_DIS_XX
717947,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,Question Slide
718838,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,KeyboardEvent,5
718866,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,Question Slide
718866,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusStart,EndSlide
720852,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,ImageStimulusEnd,EndSlide
721256,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,RecordingEnd,
0,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,RecordingStart,
16971,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,Eye tracker Calibration start,
31745,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,Return
70001,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,Return
70613,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,Eye tracker Calibration end,
70613,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Explanation (1)
80353,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,n
80383,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Explanation (1)
80383,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Practice
82516,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Practice
82516,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1001_DFA_ANG_XX
85141,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1001_DFA_ANG_XX
85141,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
93784,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
93938,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
93938,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1013_DFA_DIS_XX
96578,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1013_DFA_DIS_XX
96578,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
98132,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,5
98164,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
98164,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,ExperimentSlide
101269,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,ExperimentSlide
101269,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1072_DFA_HAP_XX
103469,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1072_DFA_HAP_XX
103469,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
108483,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,1
108640,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
108640,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1001_DFA_ANG_XX
111386,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1001_DFA_ANG_XX
111386,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
113316,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
113465,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
113465,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1019_DFA_ANG_XX
115571,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1019_DFA_ANG_XX
115571,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
118993,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
119157,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
119157,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1001_DFA_FEA_XX
121676,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1001_DFA_FEA_XX
121676,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
124449,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,2
124595,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
124595,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1048_DFA_ANG_XX
127554,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1048_DFA_ANG_XX
127554,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
131309,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,2
131459,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
131459,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_DFA_NEU_XX
134085,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_DFA_NEU_XX
134085,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
138313,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
138417,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
138417,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1003_DFA_DIS_XX
142336,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1003_DFA_DIS_XX
142336,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
143891,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,5
144056,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
144056,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1003_DFA_FEA_XX
147534,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1003_DFA_FEA_XX
147534,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
149380,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,6
149494,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
149494,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1013_DFA_ANG_XX
152773,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1013_DFA_ANG_XX
152773,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
154737,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,2
154852,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
154852,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1048_DFA_FEA_XX
157438,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1048_DFA_FEA_XX
157438,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
166365,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,6
166502,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
166502,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1056_ITH_HAP_XX
169754,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1056_ITH_HAP_XX
169754,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
172222,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,4
172353,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
172353,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_DFA_ANG_XX
175032,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_DFA_ANG_XX
175032,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
177529,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
177698,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
177698,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1048_DFA_SAD_XX
180430,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1048_DFA_SAD_XX
180430,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
182513,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,4
182630,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
182630,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_ITH_NEU_XX
185949,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_ITH_NEU_XX
185949,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
188641,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
188801,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
188801,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1091_ITH_SAD_XX
192427,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1091_ITH_SAD_XX
192427,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
194969,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,4
195092,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
195092,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1001_ITH_HAP_XX
198145,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1001_ITH_HAP_XX
198145,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
199585,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,1
199744,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
199744,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_ITH_FEA_XX
203290,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_ITH_FEA_XX
203290,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
204908,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
205036,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
205036,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1003_DFA_ANG_XX
208874,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1003_DFA_ANG_XX
208874,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
213382,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,2
213513,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
213513,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1031_DFA_SAD_XX
216499,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1031_DFA_SAD_XX
216499,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
221812,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
221897,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
221897,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1048_DFA_NEU_XX
224470,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1048_DFA_NEU_XX
224470,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
226617,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
226736,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
226736,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_ITH_HAP_XX
230188,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_ITH_HAP_XX
230188,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
231417,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,1
231574,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
231574,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_DFA_DIS_XX
233893,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_DFA_DIS_XX
233893,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
235386,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,5
235533,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
235533,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1001_ITH_DIS_XX
238225,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1001_ITH_DIS_XX
238225,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
241145,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,5
241277,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusEnd,Question Slide
241277,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusStart,1060_DFA_FEA_XX
243903,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,VideoStimulusEnd,1060_DFA_FEA_XX
243903,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,ImageStimulusStart,Question Slide
249933,EyeTrackingExperiment,07/01/2019 11:38:57,Tester3,TestRandomMuted3,06/24/2019 17:15:48,KeyboardEvent,3
