Recording timestamp,Project name,Export date,Participant name,Recording name,Recording date,Event,Event value
454381,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1091_ITH_NEU_XX
457025,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
457260,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1091_ITH_NEU_XX
457260,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
458252,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
458420,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
458420,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_ITH_ANG_XX
461539,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_ITH_ANG_XX
461539,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
462069,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
462205,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
462205,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1031_DFA_NEU_XX
465058,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1031_DFA_NEU_XX
465058,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
465577,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
465724,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
465724,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1072_DFA_NEU_XX
468363,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1072_DFA_NEU_XX
468363,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
468785,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
468923,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
468923,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_ITH_SAD_XX
472375,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_ITH_SAD_XX
472375,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
472798,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
472908,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
472908,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1003_ITH_SAD_XX
477373,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1003_ITH_SAD_XX
477373,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
477926,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
478013,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
478013,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1056_ITH_FEA_XX
481292,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1056_ITH_FEA_XX
481292,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
481881,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
482025,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
482025,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1003_ITH_DIS_XX
486850,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1003_ITH_DIS_XX
486850,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
487665,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,5
487743,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
487743,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1001_DFA_SAD_XX
490183,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1001_DFA_SAD_XX
490183,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
491403,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
491502,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
491502,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1003_DFA_HAP_XX
495261,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1003_DFA_HAP_XX
495261,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
495772,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,1
495901,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
495901,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1048_ITH_ANG_XX
499300,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1048_ITH_ANG_XX
499300,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
499930,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,5
500046,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
500046,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1047_ITH_DIS_XX
503325,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1047_ITH_DIS_XX
503325,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
503988,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,5
504111,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
504111,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1013_DFA_FEA_XX
506351,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1013_DFA_FEA_XX
506351,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
508613,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,5
508737,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
508737,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1019_DFA_DIS_XX
511256,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1019_DFA_DIS_XX
511256,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
511959,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,5
512082,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
512082,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1047_ITH_HAP_XX
514708,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1047_ITH_HAP_XX
514708,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
515372,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,1
515481,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
515481,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1001_DFA_HAP_XX
517694,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1001_DFA_HAP_XX
517694,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
518365,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,1
518520,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
518520,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1031_ITH_SAD_XX
522279,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1031_ITH_SAD_XX
522279,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
524020,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
524145,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
524145,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_DFA_FEA_XX
526891,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_DFA_FEA_XX
526891,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
528452,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
528583,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
528583,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1003_ITH_SAD_XX
533102,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1003_ITH_SAD_XX
533102,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
534129,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
534248,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
534248,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_DFA_SAD_XX
536661,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_DFA_SAD_XX
536661,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
539233,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
539353,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
539353,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1001_DFA_FEA_XX
541886,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1001_DFA_FEA_XX
541886,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
542409,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,2
542512,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
542512,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1019_DFA_ANG_XX
544565,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1019_DFA_ANG_XX
544565,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
549468,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
549603,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
549603,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1003_ITH_ANG_XX
554082,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1003_ITH_ANG_XX
554082,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
556102,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,1
556228,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
556228,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1047_ITH_SAD_XX
559214,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1047_ITH_SAD_XX
559214,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
562269,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
562412,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
562412,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1072_DFA_SAD_XX
564958,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1072_DFA_SAD_XX
564958,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
566036,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,2
566198,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
566198,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_DFA_ANG_XX
568890,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_DFA_ANG_XX
568890,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
569625,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
569730,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
569730,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_ITH_SAD_XX
573169,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_ITH_SAD_XX
573169,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
574453,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
574595,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
574595,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1047_ITH_ANG_XX
578181,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1047_ITH_ANG_XX
578181,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
578529,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,2
578660,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
578660,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1047_ITH_NEU_XX
581913,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1047_ITH_NEU_XX
581913,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
582779,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,2
582926,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
582926,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1048_DFA_ANG_XX
585938,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1048_DFA_ANG_XX
585938,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
586442,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
586525,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
586525,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1019_DFA_SAD_XX
589524,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1019_DFA_SAD_XX
589524,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
590020,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
590163,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
590163,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1001_DFA_SAD_XX
592589,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1001_DFA_SAD_XX
592589,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
593209,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
593322,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
593322,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1060_ITH_ANG_XX
596468,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1060_ITH_ANG_XX
596468,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
599361,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,3
599494,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
599494,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1001_ITH_FEA_XX
602079,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1001_ITH_FEA_XX
602079,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
603153,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,2
603226,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
603226,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1091_ITH_ANG_XX
606425,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1091_ITH_ANG_XX
606425,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
606881,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,5
607038,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
607038,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusStart,1003_ITH_DIS_XX
611503,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,VideoStimulusEnd,1003_ITH_DIS_XX
611503,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,Question Slide
613804,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,KeyboardEvent,4
613876,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,Question Slide
613876,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusStart,EndSlide
615875,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,ImageStimulusEnd,EndSlide
616272,EyeTrackingExperiment,07/01/2019 11:38:57,Tester1,TestRandomMuted1,06/20/2019 18:37:51,RecordingEnd,
0,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,RecordingStart,
33405,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,Eye tracker Calibration start,
48438,EyeTrackingExperiment,07/01/2019 11:38:57,Tester2,TestRandomMuted2,06/24/2019 17:02:38,MouseEvent,"Down, Left"
